iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,0.0,123.45974713087082,5.016764380871544,142.09035459160805,108.70948195457458,0.0,192.25525396042494,0.05,0.06702804565429688,1.4577243328094482,0.02549593,0.030924214,123.45974713087082,0.0,40000,1.3314449787139893,1.0031306545249958,0.0016722637677780738,-4.704001063056031,0.0
1,0.0,92.99500282011927,11.677342799296417,129.85694436728954,65.80815452337265,0.0,156.28718192774778,0.05,0.06504654884338379,1.3986871242523193,0.025515549,0.041267734,120.41327269979567,0.0,40000,2.1969637870788574,0.17183964909027005,0.012025041857129083,-4.992180117135936,0.0
2,0.0,97.2525404654909,28.86758851884956,198.88004901260138,43.91095944866538,0.0,170.49222924602284,0.05,0.06833934783935547,1.39951491355896,0.02546759,0.03714136,118.0971994763652,0.0,40000,2.6108882427215576,0.09014909305872632,0.049001735626578016,-4.410899205940099,0.0
3,0.0,101.27389665693045,37.660987156079614,256.8992435671389,35.52753375843167,0.0,152.96461410883018,0.05,0.0658559799194336,1.388474941253662,0.025869718,0.040308215,116.41486919442173,0.0,40000,2.489232063293457,0.08387630419832186,0.061286626639204075,-3.4970344979787478,0.0
4,0.0,77.6135995825706,33.50352661160667,199.13374096900225,20.09773535374552,0.0,155.91877214670512,0.05,0.061643123626708984,1.4073472023010254,0.025020337,0.039890394,112.53474223323661,0.0,40000,2.4155144691467285,0.2276866483218735,0.04603709639029906,-2.2925952284149913,0.0
5,0.0,106.1494319957681,44.39498342102718,294.4933769106865,30.76985578611493,0.0,169.4088855226252,0.05,0.06312322616577148,1.428467035293579,0.02493536,0.038391445,111.89621120948976,0.0,40000,2.4160680770874023,0.15217395324301972,0.057869872531182295,-3.6435618403853147,0.0
6,0.0,45.85756015853956,22.804505446988195,204.01896929740906,19.246348969638348,0.0,165.03653100314966,0.05,0.058676719665527344,1.4110445976257324,0.025474997,0.037558567,105.29234610439475,0.0,40000,2.366159677505493,2.143108869520043,0.10790876851964644,2.9156372616205117,0.0
7,0.0,122.7942575673759,38.814459866286704,284.6563884317875,49.903727293014526,0.0,173.21615830323793,0.05,0.06873512268066406,1.3972876071929932,0.025401257,0.03566201,107.04253725069287,0.0,40000,2.3809962272644043,0.4552757871238282,0.03164224926248058,-1.2843555839940677,0.0
8,0.0,59.81519220273942,25.1843253619244,193.88155000656843,25.40584407746792,0.0,173.136330939942,0.05,0.06539320945739746,1.3976101875305176,0.025241813,0.03632204,102.31980274589753,0.0,40000,2.3970565795898438,1.074978257223892,0.053857857019137166,-2.902977342916303,0.0
9,0.0,85.42246188680642,42.367996838757044,283.0363893657923,22.98776674643159,0.0,149.34704282345936,0.05,0.06550884246826172,1.4126760959625244,0.025166053,0.043940507,100.63006865998842,0.0,40000,2.466193437576294,0.14008282812537232,0.07274706859823903,-0.6374768721439398,0.0
10,0.0,59.34413128486835,28.84690108949788,187.02642622217536,16.029569873586297,0.0,153.06015313839603,0.05,0.061042070388793945,1.414376974105835,0.025090626,0.039609324,96.50147492247642,0.0,40000,2.455298900604248,0.3292185702612002,0.05273493495875746,-1.151585589320478,0.0
11,0.0,116.46084226666018,56.123088246804286,260.9628861024976,26.444038223475218,0.0,160.2903046367305,0.05,0.06108403205871582,1.3914618492126465,0.025126508,0.038932204,98.4974116568948,0.0,40000,2.418621301651001,0.27461288000089756,0.04080162071007758,-3.993081593602123,0.0
12,0.0,47.624008719101546,28.29368848331623,188.61411949247122,11.070754736661911,0.0,172.41092911483858,0.05,0.06347012519836426,1.4179065227508545,0.024903461,0.037815783,93.41007136311548,0.0,40000,2.31017804145813,1.814210966854099,0.16856147377412928,-2.528941249605751,0.0
13,0.0,104.35959257382899,61.124749129058586,425.21055080741644,21.485235061496496,0.5,167.7510220189868,0.05,0.060085296630859375,1.4098310470581055,0.025137888,0.038562823,94.50502348418684,0.5,40000,2.296682834625244,0.35993476522917717,0.11972076251264226,-3.1733104009802444,0.0
14,0.0,55.00767164687626,45.3131882376117,293.42861088365316,10.446759724989533,0.0,146.41811982565062,0.05,0.06348586082458496,1.3925409317016602,0.025381766,0.04427658,90.55528830045579,0.0,40000,2.318309783935547,0.5280712224888934,0.1661483615365668,-4.037204226207582,0.0
15,0.0009975433349609375,76.5909304822376,66.31915533304347,368.48911440744996,10.095826027914882,0.5,151.54455931612864,0.05,0.06712198257446289,1.41841721534729,0.024955817,0.042588558,89.15885251863398,0.5,40000,2.342967987060547,0.258831658978805,0.16213458325968136,-2.6816621339105695,0.0
16,0.0,46.95657540128101,41.76239682019601,316.7794697312638,5.02835263684392,0.0,155.83764853848893,0.05,0.0656425952911377,1.416480541229248,0.025046416,0.040295754,84.93862480689867,0.0,40000,2.2468011379241943,0.4431952243864357,0.18131052444187562,-1.3965231397064923,0.0
17,0.0,99.71541052899323,68.99443703482945,351.2483148109168,9.027867387980223,0.5,156.7316719130698,0.05,0.06000971794128418,1.4011671543121338,0.024971398,0.041220717,86.41630337910813,0.5,40000,2.349452495574951,0.23775601661307105,0.11016525568066401,1.878940474114477,0.0
18,0.0,51.66868375880644,55.99693669821906,458.4234011936933,6.721068516373634,0.0,157.14148513918084,0.05,0.06561112403869629,1.4189040660858154,0.025021588,0.042155806,82.94154141707796,0.0,40000,2.2709500789642334,0.6374955527576097,0.22574425400305073,-1.0009899837459553,0.0
19,0.0,74.00606321290601,38.5244730292266,190.47895981371403,17.8748068343848,0.0,153.7863719815101,0.05,0.06677889823913574,1.4113819599151611,0.024708228,0.03956315,82.04799359666076,0.0,40000,2.2767891883850098,0.18972762495178128,0.06931762368967666,3.6608909086101358,0.0
20,0.0,45.06410308036487,36.11913408255478,263.8593205474317,9.395657867193222,0.0,143.33983359193928,0.05,0.06902480125427246,1.43304443359375,0.025067994,0.04410638,78.34960454503118,0.0,40000,2.238447427749634,0.5585862815527146,0.18161065668467477,5.6033728276895385,0.0
21,0.0,107.23141542111989,54.59023107806614,322.5443163514137,25.474834909662604,0.0,160.0493325370834,0.05,0.0697481632232666,1.3941967487335205,0.025360398,0.039559923,81.23778563264005,0.0,40000,2.253169298171997,0.34364911740590187,0.06404515881125732,-4.232139359403206,0.0
22,0.0,40.02351005740231,43.63087679505049,286.00007332116365,5.25954744592309,0.0,161.49478292946864,0.05,0.06923341751098633,1.4156882762908936,0.02476978,0.038386215,77.1163580751163,0.0,40000,2.2383434772491455,1.6619671286733657,0.32049664394469674,-3.903031204384711,0.0
23,0.0,91.79275155271404,76.51695979417393,465.83212484046817,14.491539255715907,0.0,155.90797419564538,0.05,0.05954623222351074,1.4177942276000977,0.02482457,0.042468518,78.58399742287607,0.0,40000,2.2791388034820557,0.45979262601811394,0.12900650626380744,-2.120851557119093,0.0
24,0.0,73.98290296567372,57.56533012935168,397.59415336325765,9.007045111618936,0.0,160.5008283545379,0.05,0.0626683235168457,1.4156856536865234,0.025046539,0.040005703,78.12388797715583,0.0,40000,2.255976915359497,0.23330370698139258,0.12236941699480891,1.2382473408948131,0.0
25,0.0,48.49439545574598,49.92204424421028,318.72143724840134,5.438878669403493,0.0,161.50661144768455,0.05,0.06863093376159668,1.407182216644287,0.025087228,0.038788002,75.16093872501484,0.0,40000,2.196780204772949,0.48297575850355606,0.2314711638318031,-1.5033299585490163,0.0
26,0.0,86.89327936316607,67.18654661913138,442.5941839944571,9.922634535469115,0.0,154.2141095471009,0.05,0.061624765396118164,1.4193885326385498,0.025050532,0.049287956,76.33417278882996,0.0,40000,2.2145330905914307,0.33273380869221464,0.15332256462409108,2.8850058364311413,0.0
27,0.0,68.99760233957554,87.00448932563391,525.4067032057792,6.166836647782475,0.0,165.02186115125102,0.05,0.0660698413848877,1.3943016529083252,0.024683064,0.039021745,75.60051574390452,0.0,40000,2.184980630874634,0.3878479682390025,0.2268502753263792,1.9377367343582808,0.0
28,0.0,65.11561629802686,96.24010347242282,511.4885481223464,4.707020416855812,0.0,167.5433849113593,0.05,0.06545257568359375,1.3962657451629639,0.025081592,0.03700478,74.55202579931675,0.0,40000,2.1391377449035645,0.3669089591550511,0.26937295295256397,3.598669806384864,0.0
29,0.0,87.05266853164416,83.79083250158936,478.8205434475094,6.519460533745587,0.0,161.89658336172434,0.05,0.06104111671447754,1.4195456504821777,0.024660995,0.037909307,75.80209007254949,0.0,40000,2.1974432468414307,0.30796260818473953,0.21031283031075976,8.500041585032346,0.0
30,0.0,61.56083893530071,69.82808161231443,350.05940784327686,7.485077102668583,0.0,150.01681388869642,0.05,0.06256508827209473,1.4125139713287354,0.024913201,0.040692687,74.3779649588246,0.0,40000,2.1492011547088623,0.3666019415124268,0.2516364092140616,3.3032367773307345,0.0
31,0.0,88.40102291582153,83.86943609136065,404.6722860187292,10.438325310125947,0.0,175.75109242457683,0.05,0.06381607055664062,1.3947830200195312,0.025057333,0.036006868,75.78027075452431,0.0,40000,2.2259466648101807,0.24067010536084912,0.17702383712626774,3.4527761488574753,0.0
32,0.0,92.72673551514745,71.52790153142632,395.4633538685739,18.21707419678569,0.0,165.52523919606557,0.05,0.06453132629394531,1.4089303016662598,0.025294323,0.03503056,77.47491723058663,0.0,40000,2.1982030868530273,0.23542114575617631,0.11093496530669848,3.692727253474239,0.0
33,0.0,78.97993144090287,56.51261018617132,311.1091930922121,13.524837236851454,0.0,159.49605497470168,0.05,0.06724977493286133,1.3988440036773682,0.024920879,0.03866448,77.62541865161826,0.0,40000,2.1884071826934814,0.20411544666846082,0.09004148120392565,9.329855897247883,0.0
34,0.0,68.5680216872273,62.38954849691949,315.3726002462208,10.827479608356953,0.0,179.93114910175748,0.05,0.07036161422729492,1.3949100971221924,0.024947776,0.035411734,76.71967895517918,0.0,40000,2.160130500793457,0.23851562498578435,0.14950617453555193,16.185038336502743,0.0
35,0.0,75.51840095582418,62.8587759614059,374.7264892626554,10.03635355643928,1.0,167.61089131658557,0.05,0.06915092468261719,1.4109086990356445,0.02513667,0.03719164,76.59955115524369,1.0,40000,2.1844754219055176,0.20509095562117916,0.13764057372600813,5.766506924405828,0.0
36,0.0,60.791534974297974,48.76414186105308,249.13566896878183,6.082706623710692,0.0,167.7034505430041,0.05,0.06657600402832031,1.4201571941375732,0.025152111,0.03705997,75.01874953714912,0.0,40000,2.233294725418091,0.2955848574178257,0.11852367184150546,21.100800110959536,0.0
37,0.0,82.30296168131987,74.34612263914696,347.60712608508766,5.083420790731907,0.0,171.8896326234876,0.05,0.06506109237670898,1.4022693634033203,0.025036529,0.03714883,75.7471707515662,0.0,40000,2.2355377674102783,0.22010991417208028,0.11866479836837743,34.3561031240999,0.0
38,0.0,79.7214306382346,70.79679484077177,300.17216527834535,6.8198464857414365,0.0,163.21686310275413,0.05,0.06002187728881836,1.4071450233459473,0.025022814,0.037983797,76.14459674023306,0.0,40000,2.18630051612854,0.17878697925028583,0.11893323582358549,33.9011581527606,0.0
39,0.0,58.500667510922064,53.47912532013196,316.9554759915918,6.442836609203368,0.0,172.84488515299586,0.05,0.0579991340637207,1.3972151279449463,0.024868622,0.035092507,74.38020381730195,0.0,40000,2.2134337425231934,0.37269447563640123,0.09471927171467831,37.89575649727497,0.0
40,0.0,82.51069258348318,56.67833589620618,266.16942685097456,13.535371483303607,0.0,159.6845612075457,0.05,0.0670628547668457,1.416818380355835,0.025093634,0.040615216,75.19325269392007,0.0,40000,2.1961638927459717,0.1962284631519147,0.08928497537871531,41.29215364653221,0.0
41,0.0,75.78204547979404,62.51548865454045,315.0185037627816,9.226433040574193,0.0,177.11027589023567,0.05,0.06357240676879883,1.3885815143585205,0.02503751,0.035312764,75.25213197250747,0.0,40000,2.151498794555664,0.2040535694498497,0.12163197738292143,31.364369566387577,0.0
42,0.0,100.59752711438574,62.034956098571556,302.24665519222617,13.05649416334927,0.5,181.34456442542083,0.05,0.06580090522766113,1.3972198963165283,0.025023086,0.034082625,77.7866714866953,0.5,40000,2.199986219406128,0.13609879620098636,0.07122753640811559,38.43385639296912,0.0
43,0.0,87.67782485063886,53.45004578175724,265.83403094671667,10.554592206142843,0.0,176.58095299248524,0.05,0.05860161781311035,1.4221222400665283,0.024825376,0.034530077,78.77578682308966,0.0,40000,2.218912124633789,0.14537704586456948,0.07864846291223382,107.43967020077257,8.0
44,0.0,110.05024631078821,52.9927536096375,259.06377071887255,16.339887707028538,1.0,181.68279521703653,0.05,0.06754732131958008,1.4045534133911133,0.025126487,0.034203265,81.90323277185952,1.0,40000,2.175462245941162,0.12289963648916205,0.04479549526297726,108.02769331176718,4.0
45,0.0,77.07644578737207,38.374439280581115,190.84483098890632,17.18562971893698,1.0,168.2250230155806,0.05,0.06460785865783691,1.4044277667999268,0.025197208,0.037265845,81.42055407341077,1.0,40000,2.14668345451355,0.29035989792233136,0.043892202180735716,108.02546209716263,4.0
46,0.0,112.96171824618709,50.84130281450402,282.9554322063923,21.726915105246007,0.5,166.90460408147086,0.05,0.05802607536315918,1.4068737030029297,0.025107289,0.037397105,84.5746704906884,0.5,40000,2.187516689300537,0.15334019909069066,0.038875734761600854,116.07490032359405,8.0
47,0.0,61.94925996110774,35.86776751044695,201.0816761776805,11.67371550295502,0.0,163.79611763625837,0.05,0.06346607208251953,1.4110820293426514,0.02477867,0.037679072,82.31212943773033,0.0,40000,2.1595547199249268,0.6068384473323657,0.050935245516099195,186.88767541482179,8.0
48,0.0,109.93511504791444,59.42323517074885,299.1150118857622,18.93516904581338,1.0,180.65205156832582,0.05,0.06801748275756836,1.3861324787139893,0.025049401,0.034873284,85.07442799874875,1.0,40000,2.174940347671509,0.2403849776264631,0.051295295258956264,131.29087157562955,8.0
49,0.0,93.00623367642052,45.902023325419066,255.94426373019814,17.671008998528123,2.0,173.1024023337344,0.05,0.06562638282775879,1.3945703506469727,0.025045007,0.035503183,85.86760856651593,2.0,40000,2.219651460647583,0.3434234539928635,0.050808037253958924,67.27909846354387,0.0
50,0.0,50.91769722096622,25.41179222440153,146.45233525149524,12.614097548648715,2.5,195.75312273861306,0.05,0.05816507339477539,1.3900160789489746,0.02509194,0.031443108,82.37261743196095,2.5,40000,2.1941287517547607,0.5321757277847321,0.04465237920371875,51.52043862745869,0.0
